;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,3753  3,414,3281,772588.63,2049699.64,18.520271,-72.418095,90,108,148
,3754  3,415,3281,772588.71,2049699.64,18.520271,-72.418094,90,108,150
,3755  3,416,3281,772588.79,2049699.64,18.520271,-72.418093,91,110,158
,3756  3,417,3281,772588.87,2049699.64,18.520271,-72.418093,95,120,167
,3757  3,418,3281,772588.95,2049699.64,18.520271,-72.418092,99,131,175
,3758  3,419,3281,772589.03,2049699.64,18.520271,-72.418091,104,140,183
,3759  3,420,3281,772589.11,2049699.64,18.520271,-72.41809,108,144,190
,3760  3,421,3281,772589.19,2049699.64,18.520271,-72.41809,111,145,199
,3761  3,422,3281,772589.27,2049699.64,18.520271,-72.418089,113,146,201
,3762  3,423,3281,772589.35,2049699.64,18.520271,-72.418088,115,147,202
,3763  3,424,3281,772589.43,2049699.64,18.520271,-72.418087,114,148,204
,3764  3,425,3281,772589.51,2049699.64,18.520271,-72.418087,113,150,206
,3765  3,426,3281,772589.59,2049699.64,18.520271,-72.418086,112,151,208
,3766  3,427,3281,772589.67,2049699.64,18.520271,-72.418085,110,152,210
,3767  3,428,3281,772589.76,2049699.64,18.520271,-72.418084,108,151,210
,3768  3,429,3281,772589.84,2049699.64,18.520271,-72.418084,107,148,208
,3769  3,430,3281,772589.92,2049699.64,18.520271,-72.418083,111,147,206
,3770  3,431,3281,772590,2049699.64,18.52027,-72.418082,117,147,206
,3771  3,432,3281,772590.08,2049699.64,18.52027,-72.418081,123,168,229
,3772  3,433,3281,772590.16,2049699.64,18.52027,-72.41808,131,191,253
,3773  3,434,3281,772590.24,2049699.64,18.52027,-72.41808,140,219,255
,3774  3,435,3281,772590.32,2049699.64,18.52027,-72.418079,150,220,255
,3775  3,436,3281,772590.4,2049699.64,18.52027,-72.418078,157,215,255
,3776  3,437,3281,772590.48,2049699.64,18.52027,-72.418077,152,205,255
,3777  3,438,3281,772590.56,2049699.64,18.52027,-72.418077,148,196,255
,3778  3,439,3281,772590.64,2049699.64,18.52027,-72.418076,144,186,251
,3779  3,440,3281,772590.72,2049699.64,18.52027,-72.418075,137,177,242
,3780  3,441,3281,772590.8,2049699.64,18.52027,-72.418074,130,169,233
,3781  3,442,3281,772590.88,2049699.64,18.52027,-72.418074,122,164,224
,3782  3,443,3281,772590.96,2049699.64,18.52027,-72.418073,117,158,216
,3783  3,444,3281,772591.04,2049699.64,18.52027,-72.418072,114,151,207
,3784  3,445,3281,772591.12,2049699.64,18.52027,-72.418071,110,147,199
,3785  3,446,3281,772591.2,2049699.64,18.52027,-72.418071,108,143,191
,3786  3,447,3281,772591.28,2049699.64,18.52027,-72.41807,107,139,183
,3787  3,448,3281,772591.36,2049699.64,18.52027,-72.418069,106,139,187
,3788  3,449,3281,772591.44,2049699.64,18.52027,-72.418068,106,141,194
,3789  3,450,3281,772591.52,2049699.64,18.52027,-72.418068,116,149,202
,3790  3,451,3281,772591.6,2049699.64,18.52027,-72.418067,125,164,215
,3791  3,452,3281,772591.68,2049699.64,18.52027,-72.418066,135,186,233
,3792  3,453,3281,772591.76,2049699.64,18.52027,-72.418065,141,204,253
,3793  3,454,3281,772591.84,2049699.64,18.52027,-72.418065,148,218,255
,3794  3,455,3281,772591.92,2049699.64,18.52027,-72.418064,154,216,255
,3795  3,456,3281,772592,2049699.64,18.52027,-72.418063,155,212,255
,3796  3,457,3281,772592.08,2049699.64,18.52027,-72.418062,150,209,251
,3797  3,458,3281,772592.16,2049699.64,18.52027,-72.418061,145,196,244
,3798  3,459,3281,772592.25,2049699.64,18.52027,-72.418061,140,184,236
,3799  3,460,3281,772592.33,2049699.64,18.52027,-72.41806,133,178,228
,3800  3,461,3281,772592.41,2049699.64,18.52027,-72.418059,127,172,221
,3801  3,462,3281,772592.49,2049699.64,18.52027,-72.418058,121,167,215
,3802  3,463,3281,772592.57,2049699.64,18.52027,-72.418058,119,158,207
,3803  3,464,3281,772592.65,2049699.64,18.52027,-72.418057,116,151,201
,3804  3,380,3282,772585.9,2049699.56,18.52027,-72.418121,120,169,225
,3805  3,381,3282,772585.98,2049699.56,18.52027,-72.41812,124,166,230
,3806  3,382,3282,772586.06,2049699.56,18.52027,-72.418119,130,164,232
,3807  3,383,3282,772586.14,2049699.56,18.52027,-72.418118,135,168,229
,3808  3,384,3282,772586.22,2049699.56,18.52027,-72.418118,139,181,225
,3809  3,385,3282,772586.3,2049699.56,18.52027,-72.418117,140,201,222
,3810  3,386,3282,772586.38,2049699.56,18.52027,-72.418116,143,188,217
,3811  3,387,3282,772586.46,2049699.56,18.52027,-72.418115,140,172,211
,3812  3,388,3282,772586.54,2049699.56,18.52027,-72.418115,129,148,205
,3813  3,389,3282,772586.62,2049699.56,18.52027,-72.418114,117,136,195
,3814  3,390,3282,772586.7,2049699.56,18.52027,-72.418113,106,128,181
,3815  3,391,3282,772586.78,2049699.56,18.52027,-72.418112,102,112,168
,3816  3,392,3282,772586.86,2049699.56,18.52027,-72.418112,97,108,167
,3817  3,393,3282,772586.94,2049699.56,18.52027,-72.418111,93,119,182
,3818  3,394,3282,772587.02,2049699.56,18.52027,-72.41811,100,133,196
,3819  3,395,3282,772587.1,2049699.56,18.52027,-72.418109,110,148,209
,3820  3,396,3282,772587.18,2049699.56,18.52027,-72.418109,119,165,222
,3821  3,397,3282,772587.27,2049699.56,18.52027,-72.418108,125,175,234
,3822  3,398,3282,772587.35,2049699.56,18.52027,-72.418107,128,181,247
,3823  3,399,3282,772587.43,2049699.56,18.52027,-72.418106,131,180,244
,3824  3,400,3282,772587.51,2049699.56,18.52027,-72.418106,133,178,241
,3825  3,401,3282,772587.59,2049699.56,18.52027,-72.418105,131,177,237
,3826  3,402,3282,772587.67,2049699.56,18.52027,-72.418104,130,175,232
,3827  3,403,3282,772587.75,2049699.56,18.52027,-72.418103,129,174,226
,3828  3,404,3282,772587.83,2049699.56,18.52027,-72.418103,123,165,220
,3829  3,405,3282,772587.91,2049699.56,18.52027,-72.418102,118,157,212
,3830  3,406,3282,772587.99,2049699.56,18.52027,-72.418101,113,148,202
,3831  3,407,3282,772588.07,2049699.56,18.52027,-72.4181,109,140,191
,3832  3,408,3282,772588.15,2049699.56,18.52027,-72.418099,105,133,181
,3833  3,409,3282,772588.23,2049699.56,18.52027,-72.418099,101,128,174
,3834  3,410,3282,772588.31,2049699.56,18.52027,-72.418098,98,122,167
,3835  3,411,3282,772588.39,2049699.56,18.52027,-72.418097,95,117,160
,3836  3,412,3282,772588.47,2049699.56,18.52027,-72.418096,92,113,155
,3837  3,413,3282,772588.55,2049699.56,18.52027,-72.418096,90,110,152
,3838  3,414,3282,772588.63,2049699.56,18.52027,-72.418095,91,108,147
,3839  3,415,3282,772588.71,2049699.56,18.52027,-72.418094,92,109,151
,3840  3,416,3282,772588.79,2049699.56,18.52027,-72.418093,93,112,159
,3841  3,417,3282,772588.87,2049699.56,18.52027,-72.418093,97,123,168
,3842  3,418,3282,772588.95,2049699.56,18.52027,-72.418092,101,134,177
,3843  3,419,3282,772589.03,2049699.56,18.52027,-72.418091,105,140,184
,3844  3,420,3282,772589.11,2049699.56,18.52027,-72.41809,109,142,192
,3845  3,421,3282,772589.19,2049699.56,18.52027,-72.41809,112,142,199
,3846  3,422,3282,772589.27,2049699.56,18.52027,-72.418089,115,145,200
,3847  3,423,3282,772589.35,2049699.56,18.52027,-72.418088,116,145,201
,3848  3,424,3282,772589.43,2049699.56,18.52027,-72.418087,115,144,202
,3849  3,425,3282,772589.51,2049699.56,18.52027,-72.418087,114,145,204
,3850  3,426,3282,772589.59,2049699.56,18.52027,-72.418086,113,148,206
,3851  3,427,3282,772589.67,2049699.56,18.52027,-72.418085,112,150,208
,3852  3,428,3282,772589.76,2049699.56,18.52027,-72.418084,111,150,209
,3853  3,429,3282,772589.84,2049699.56,18.52027,-72.418084,110,148,208
,3854  3,430,3282,772589.92,2049699.56,18.52027,-72.418083,115,153,207
,3855  3,431,3282,772590,2049699.56,18.52027,-72.418082,120,160,211
,3856  3,432,3282,772590.08,2049699.56,18.52027,-72.418081,126,176,234
,3857  3,433,3282,772590.16,2049699.56,18.52027,-72.41808,134,192,255
,3858  3,434,3282,772590.24,2049699.56,18.52027,-72.41808,142,209,255
,3859  3,435,3282,772590.32,2049699.56,18.52027,-72.418079,150,216,255
,3860  3,436,3282,772590.4,2049699.56,18.52027,-72.418078,155,215,255
,3861  3,437,3282,772590.48,2049699.56,18.52027,-72.418077,149,202,255
,3862  3,438,3282,772590.56,2049699.56,18.52027,-72.418077,143,191,254
,3863  3,439,3282,772590.64,2049699.56,18.52027,-72.418076,138,181,244
,3864  3,440,3282,772590.72,2049699.56,18.52027,-72.418075,132,173,235
,3865  3,441,3282,772590.8,2049699.56,18.52027,-72.418074,125,165,225
,3866  3,442,3282,772590.88,2049699.56,18.52027,-72.418074,118,159,217
,3867  3,443,3282,772590.96,2049699.56,18.52027,-72.418073,114,154,209
,3868  3,444,3282,772591.04,2049699.56,18.52027,-72.418072,111,148,201
,3869  3,445,3282,772591.12,2049699.56,18.52027,-72.418071,108,143,194
,3870  3,446,3282,772591.2,2049699.56,18.52027,-72.418071,107,139,186
,3871  3,447,3282,772591.28,2049699.56,18.52027,-72.41807,107,136,179
,3872  3,448,3282,772591.36,2049699.56,18.52027,-72.418069,107,137,188
,3873  3,449,3282,772591.44,2049699.56,18.52027,-72.418068,108,142,200
,3874  3,450,3282,772591.52,2049699.56,18.52027,-72.418068,117,154,212
,3875  3,451,3282,772591.6,2049699.56,18.52027,-72.418067,126,172,223
,3876  3,452,3282,772591.68,2049699.56,18.52027,-72.418066,135,194,236
,3877  3,453,3282,772591.76,2049699.56,18.52027,-72.418065,140,204,249
,3878  3,454,3282,772591.84,2049699.56,18.52027,-72.418065,145,208,255
,3879  3,455,3282,772591.92,2049699.56,18.52027,-72.418064,150,201,250
,3880  3,456,3282,772592,2049699.56,18.52027,-72.418063,149,198,244
,3881  3,457,3282,772592.08,2049699.56,18.52027,-72.418062,144,197,238
,3882  3,458,3282,772592.16,2049699.56,18.520269,-72.418061,140,184,229
,3883  3,459,3282,772592.25,2049699.56,18.520269,-72.418061,135,174,221
,3884  3,460,3282,772592.33,2049699.56,18.520269,-72.41806,129,168,212
,3885  3,461,3282,772592.41,2049699.56,18.520269,-72.418059,123,162,206
,3886  3,462,3282,772592.49,2049699.56,18.520269,-72.418058,118,154,202
,3887  3,463,3282,772592.57,2049699.56,18.520269,-72.418058,115,152,197
,3888  3,464,3282,772592.65,2049699.56,18.520269,-72.418057,113,149,194
,3889  3,465,3282,772592.73,2049699.56,18.520269,-72.418056,110,147,191
,3890  3,383,3283,772586.14,2049699.48,18.52027,-72.418118,137,169,234
,3891  3,384,3283,772586.22,2049699.48,18.52027,-72.418118,139,176,229
,3892  3,385,3283,772586.3,2049699.48,18.52027,-72.418117,139,187,224
,3893  3,386,3283,772586.38,2049699.48,18.52027,-72.418116,140,180,216
,3894  3,387,3283,772586.46,2049699.48,18.52027,-72.418115,136,168,207
,3895  3,388,3283,772586.54,2049699.48,18.520269,-72.418115,125,150,200
,3896  3,389,3283,772586.62,2049699.48,18.520269,-72.418114,115,142,190
,3897  3,390,3283,772586.7,2049699.48,18.520269,-72.418113,105,136,181
,3898  3,391,3283,772586.78,2049699.48,18.520269,-72.418112,102,121,172
,3899  3,392,3283,772586.86,2049699.48,18.520269,-72.418112,100,118,175
,3900  3,393,3283,772586.94,2049699.48,18.520269,-72.418111,97,125,190
,3901  3,394,3283,772587.02,2049699.48,18.520269,-72.41811,104,140,205
,3902  3,395,3283,772587.1,2049699.48,18.520269,-72.418109,114,156,218
,3903  3,396,3283,772587.18,2049699.48,18.520269,-72.418109,123,172,227
,3904  3,397,3283,772587.27,2049699.48,18.520269,-72.418108,127,178,236
,3905  3,398,3283,772587.35,2049699.48,18.520269,-72.418107,129,180,246
,3906  3,399,3283,772587.43,2049699.48,18.520269,-72.418106,130,176,239
,3907  3,400,3283,772587.51,2049699.48,18.520269,-72.418106,130,173,232
,3908  3,401,3283,772587.59,2049699.48,18.520269,-72.418105,127,169,225
,3909  3,402,3283,772587.67,2049699.48,18.520269,-72.418104,125,165,219
,3910  3,403,3283,772587.75,2049699.48,18.520269,-72.418103,123,160,214
,3911  3,404,3283,772587.83,2049699.48,18.520269,-72.418103,118,153,208
,3912  3,405,3283,772587.91,2049699.48,18.520269,-72.418102,113,146,200
,3913  3,406,3283,772587.99,2049699.48,18.520269,-72.418101,108,139,191
,3914  3,407,3283,772588.07,2049699.48,18.520269,-72.4181,105,133,181
,3915  3,408,3283,772588.15,2049699.48,18.520269,-72.418099,102,127,173
,3916  3,409,3283,772588.23,2049699.48,18.520269,-72.418099,99,124,168
,3917  3,410,3283,772588.31,2049699.48,18.520269,-72.418098,96,119,163
,3918  3,411,3283,772588.39,2049699.48,18.520269,-72.418097,94,113,159
,3919  3,412,3283,772588.47,2049699.48,18.520269,-72.418096,92,112,155
,3920  3,413,3283,772588.55,2049699.48,18.520269,-72.418096,91,111,151
,3921  3,414,3283,772588.63,2049699.48,18.520269,-72.418095,92,108,148
,3922  3,415,3283,772588.71,2049699.48,18.520269,-72.418094,94,111,152
,3923  3,416,3283,772588.79,2049699.48,18.520269,-72.418093,96,116,160
,3924  3,417,3283,772588.87,2049699.48,18.520269,-72.418093,99,129,169
,3925  3,418,3283,772588.95,2049699.48,18.520269,-72.418092,102,137,179
,3926  3,419,3283,772589.03,2049699.48,18.520269,-72.418091,106,139,187
,3927  3,420,3283,772589.11,2049699.48,18.520269,-72.41809,110,139,197
,3928  3,421,3283,772589.19,2049699.48,18.520269,-72.41809,113,139,204
,3929  3,422,3283,772589.27,2049699.48,18.520269,-72.418089,117,146,203
,3930  3,423,3283,772589.35,2049699.48,18.520269,-72.418088,118,146,202
,3931  3,424,3283,772589.43,2049699.48,18.520269,-72.418087,116,139,201
,3932  3,425,3283,772589.51,2049699.48,18.520269,-72.418087,115,140,200
,3933  3,426,3283,772589.59,2049699.48,18.520269,-72.418086,114,143,200
,3934  3,427,3283,772589.67,2049699.48,18.520269,-72.418085,114,148,199
,3935  3,428,3283,772589.76,2049699.48,18.520269,-72.418084,114,151,201
,3936  3,429,3283,772589.84,2049699.48,18.520269,-72.418084,114,150,205
,3937  3,430,3283,772589.92,2049699.48,18.520269,-72.418083,119,154,209
,3938  3,431,3283,772590,2049699.48,18.520269,-72.418082,124,161,217
,3939  3,432,3283,772590.08,2049699.48,18.520269,-72.418081,130,178,237
,3940  3,433,3283,772590.16,2049699.48,18.520269,-72.41808,136,194,255
,3941  3,434,3283,772590.24,2049699.48,18.520269,-72.41808,143,209,255
,3942  3,435,3283,772590.32,2049699.48,18.520269,-72.418079,151,210,255
,3943  3,436,3283,772590.4,2049699.48,18.520269,-72.418078,153,207,255
,3944  3,437,3283,772590.48,2049699.48,18.520269,-72.418077,146,197,255
,3945  3,438,3283,772590.56,2049699.48,18.520269,-72.418077,139,186,247
,3946  3,439,3283,772590.64,2049699.48,18.520269,-72.418076,133,176,237
,3947  3,440,3283,772590.72,2049699.48,18.520269,-72.418075,126,168,226
,3948  3,441,3283,772590.8,2049699.48,18.520269,-72.418074,120,161,218
,3949  3,442,3283,772590.88,2049699.48,18.520269,-72.418074,114,155,209
,3950  3,443,3283,772590.96,2049699.48,18.520269,-72.418073,111,150,202
,3951  3,444,3283,772591.04,2049699.48,18.520269,-72.418072,109,145,195
,3952  3,445,3283,772591.12,2049699.48,18.520269,-72.418071,106,140,188
,3953  3,446,3283,772591.2,2049699.48,18.520269,-72.418071,105,135,182
,3954  3,447,3283,772591.28,2049699.48,18.520269,-72.41807,107,131,176
,3955  3,448,3283,772591.36,2049699.48,18.520269,-72.418069,108,136,189
,3956  3,449,3283,772591.44,2049699.48,18.520269,-72.418068,111,144,205
,3957  3,450,3283,772591.52,2049699.48,18.520269,-72.418068,118,160,220
,3958  3,451,3283,772591.6,2049699.48,18.520269,-72.418067,126,179,230
,3959  3,452,3283,772591.68,2049699.48,18.520269,-72.418066,135,200,236
,3960  3,453,3283,772591.76,2049699.48,18.520269,-72.418065,137,197,243
,3961  3,454,3283,772591.84,2049699.48,18.520269,-72.418065,139,192,245
,3962  3,455,3283,772591.92,2049699.48,18.520269,-72.418064,142,183,238
,3963  3,456,3283,772592,2049699.48,18.520269,-72.418063,139,178,231
,3964  3,457,3283,772592.08,2049699.48,18.520269,-72.418062,134,175,224
,3965  3,458,3283,772592.16,2049699.48,18.520269,-72.418061,129,165,214
,3966  3,459,3283,772592.25,2049699.48,18.520269,-72.418061,123,157,205
,3967  3,460,3283,772592.33,2049699.48,18.520269,-72.41806,119,151,196
,3968  3,461,3283,772592.41,2049699.48,18.520269,-72.418059,115,145,192
,3969  3,462,3283,772592.49,2049699.48,18.520269,-72.418058,111,140,189
,3970  3,463,3283,772592.57,2049699.48,18.520269,-72.418058,109,141,187
,3971  3,464,3283,772592.65,2049699.48,18.520269,-72.418057,108,142,186
,3972  3,385,3284,772586.3,2049699.4,18.520269,-72.418117,138,183,218
,3973  3,386,3284,772586.38,2049699.4,18.520269,-72.418116,137,173,209
,3974  3,387,3284,772586.46,2049699.4,18.520269,-72.418115,132,160,200
,3975  3,388,3284,772586.54,2049699.4,18.520269,-72.418115,122,144,192
,3976  3,389,3284,772586.62,2049699.4,18.520269,-72.418114,112,140,185
,3977  3,390,3284,772586.7,2049699.4,18.520269,-72.418113,105,135,178
,3978  3,391,3284,772586.78,2049699.4,18.520269,-72.418112,104,124,172
,3979  3,392,3284,772586.86,2049699.4,18.520269,-72.418112,102,124,179
,3980  3,393,3284,772586.94,2049699.4,18.520269,-72.418111,101,131,195
,3981  3,394,3284,772587.02,2049699.4,18.520269,-72.41811,110,148,211
,3982  3,395,3284,772587.1,2049699.4,18.520269,-72.418109,118,164,224
,3983  3,396,3284,772587.18,2049699.4,18.520269,-72.418109,127,178,230
,3984  3,397,3284,772587.27,2049699.4,18.520269,-72.418108,129,180,237
,3985  3,398,3284,772587.35,2049699.4,18.520269,-72.418107,129,177,242
,3986  3,399,3284,772587.43,2049699.4,18.520269,-72.418106,129,172,232
,3987  3,400,3284,772587.51,2049699.4,18.520269,-72.418106,127,166,223
,3988  3,401,3284,772587.59,2049699.4,18.520269,-72.418105,124,161,214
,3989  3,402,3284,772587.67,2049699.4,18.520269,-72.418104,121,155,207
,3990  3,403,3284,772587.75,2049699.4,18.520269,-72.418103,118,148,202
,3991  3,404,3284,772587.83,2049699.4,18.520269,-72.418103,114,143,196
,3992  3,405,3284,772587.91,2049699.4,18.520269,-72.418102,111,137,189
,3993  3,406,3284,772587.99,2049699.4,18.520269,-72.418101,108,130,180
,3994  3,407,3284,772588.07,2049699.4,18.520269,-72.4181,105,128,172
,3995  3,408,3284,772588.15,2049699.4,18.520269,-72.4181,102,126,165
,3996  3,409,3284,772588.23,2049699.4,18.520269,-72.418099,100,124,163
,3997  3,410,3284,772588.31,2049699.4,18.520269,-72.418098,98,120,160
,3998  3,411,3284,772588.39,2049699.4,18.520269,-72.418097,96,114,158
,3999  3,412,3284,772588.47,2049699.4,18.520269,-72.418096,93,115,155
,4000  3,413,3284,772588.55,2049699.4,18.520269,-72.418096,92,114,152
,4001  3,414,3284,772588.63,2049699.4,18.520268,-72.418095,93,111,148
,4002  3,415,3284,772588.71,2049699.4,18.520268,-72.418094,94,112,154
,4003  3,416,3284,772588.79,2049699.4,18.520268,-72.418093,96,115,162
,4004  3,417,3284,772588.87,2049699.4,18.520268,-72.418093,100,128,171
,4005  3,418,3284,772588.95,2049699.4,18.520268,-72.418092,105,136,180
,4006  3,419,3284,772589.03,2049699.4,18.520268,-72.418091,109,139,191
,4007  3,420,3284,772589.11,2049699.4,18.520268,-72.41809,111,142,202
,4008  3,421,3284,772589.19,2049699.4,18.520268,-72.41809,113,147,210
,4009  3,431,3284,772590,2049699.4,18.520268,-72.418082,127,166,223
,4010  3,432,3284,772590.08,2049699.4,18.520268,-72.418081,132,183,239
,4011  3,433,3284,772590.16,2049699.4,18.520268,-72.41808,138,196,255
,4012  3,434,3284,772590.24,2049699.4,18.520268,-72.41808,143,206,255
,4013  3,435,3284,772590.32,2049699.4,18.520268,-72.418079,149,203,255
,4014  3,436,3284,772590.4,2049699.4,18.520268,-72.418078,149,198,255
,4015  3,437,3284,772590.48,2049699.4,18.520268,-72.418077,142,191,249
,4016  3,438,3284,772590.56,2049699.4,18.520268,-72.418077,135,181,239
,4017  3,439,3284,772590.64,2049699.4,18.520268,-72.418076,128,171,228
,4018  3,440,3284,772590.72,2049699.4,18.520268,-72.418075,122,163,218
